link--alt href,core-tile__image src,core-tile__description-text,core-rating__counter,core-rating__label,core-tile__description-subline
https://cookidoo.de/recipes/recipe/de-DE/r795793,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/8aec679a560d77a76c88a44100dc5cd5/Derivates/258f7834aba87854fc4ace2d3c89ec8c5a323192,Schnelle Tomatensuppe mit Basilikum,4.6,-171,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r793977,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/f5ede46b537e8e5a3e55cf9f3010e2f8/Derivates/01a980dea17a0e4908c655f599a12c21fd2120e8,Brombeermarmelade mit Crémant und Vanille,4.6,-17,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r792997,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/64e2c5044c24dfc647dbbc1c84c910fe/Derivates/76319ae5c381393ebce1c49427ca8c2eb380d8df,Garnelen-Pasta mit Pesto-Sauce,4.8,(2.3K),25 Min
https://cookidoo.de/recipes/recipe/de-DE/r792984,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/7778683cf570dac190b46e8b60abab63/Derivates/763f217bcbfd8afca4198891b309311e30222b54,Vegane Pasta mit Erdnusssauce und Gemüse,3.8,-488,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r792981,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/521987828eaedefa793f83818639be9b/Derivates/fa4098e9893649922eab3f79135bafe0f9e3a0d7,Reisnudeltopf mit Kürbis und Paprika,3.2,-230,25 Min
https://cookidoo.de/recipes/recipe/de-DE/r791582,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/6e9bb08f52c4e8f5e8ed9cc631916045/Derivates/791ec15f9f95ad0dfd08ca18216e5c68936e1d8f,Gelbe Gazpacho mit Bacon-Chips,4.3,-23,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r790866,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/4a4c5c3870bc2c00453ea0587101ab29/Derivates/08dd6da13cf19638851c956803af97465ec4eb55,Erfrischender Bohneneintopf,3.9,-205,25 Min
https://cookidoo.de/recipes/recipe/de-DE/r790865,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/2a2a9abb3aa54cd7054408474b00c3d8/Derivates/dfcbc14d59a05f7ed0c6297502d83b68da4addc0,Süßkartoffel-Kurkuma-Suppe,3.9,-37,20 Min
https://cookidoo.de/recipes/recipe/de-DE/r784163,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/2ab82aff2aa7e2845d3317e2d5b37746/Derivates/b19f0ab76c65c81c6cb7a2792721692aa630cce2,Veganes Käsefondue,3.6,-16,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r783927,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/868f6add1196f4862a7080f7198541e5/Derivates/bfdb165ace8e1f6714bcbb483bdc10fdd1ab0df4,One-Pot-Pasta mit Schinken,4.2,-326,25 Min
https://cookidoo.de/recipes/recipe/de-DE/r778808,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/fcce7ab9a6a8fa34b1254d7e1ea6dfb0/Derivates/474258f0b0bb86f10767354aec9aece65caaee66,Nudeln mit Zucchini-Ricotta-Sauce,4.2,(1.2K),30 Min
https://cookidoo.de/recipes/recipe/de-DE/r778630,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/d910a0bd24fe3b5da7e99ffc9b918d5f/Derivates/b193cf98de068336d2819343f4cfe55abb45a044,Kasseler-Frikadellen mit Eisbergsalat und Zitronen-Dressing,3.7,-55,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r777876,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/787c704ac4508d4f8303aaeed4bd1a5d/Derivates/aa9c1428cecb19418fce963f3b85052561f86da6,Sommer-Pasta-Salat,4.7,-308,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r777866,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/4f1cbc62c036c0e0035cc58a9fedd28b/Derivates/c4f17a9ad54b0695126e7a58c90f21209607aa4e,Paprika-Shakshuka mit Avocado,3.9,-171,25 Min
https://cookidoo.de/recipes/recipe/de-DE/r776833,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/65574fa3cf210b4fd342dbb0899a1f65/Derivates/3cf6dfd7a720482f592db7581ad0e6d6e2fd9c11,Käsesalat mit Gurke und Tomaten,4.7,-70,20 Min
https://cookidoo.de/recipes/recipe/de-DE/r773363,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/7b5c396d011749c73662f316bee6cc5c/Derivates/e5a00983e9bc24de1fee809c8d31c7f705347f16,Zitronengras-Rindfleisch-Salat,3.7,-23,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r773361,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/a1cd3d8f60ab923462d20e7cc793c8bf/Derivates/c1ce1b065500f573f2474d1773856dec49aa2fbe,Miso-Udon-Carbonara,3.7,-152,25 Min
https://cookidoo.de/recipes/recipe/de-DE/r773254,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/d6be5c6779bfb740d3a61067a1875746/Derivates/fc8a2acd687e1fda42abab1a2a66ef2eb9b91cd0,Süßkartoffel-Reis-Topf,3.7,-840,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r773087,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/3a6ffde0d938e1d37c72249668a6ee00/Derivates/6012935636b8bffe0ed7d997197158b9ce06b4ce,Kartoffel-Hühner-Frikassee mit Spätzle,3.9,-173,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r771073,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/1f419f7b1f980353942c4b6d0ee5cdd5/Derivates/9971f724bbaa77d2a84eeba97dabafb2a133f510,Auberginen-Tomaten-Curry,4,-651,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r769009,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/cb930c4f3c8a9f41b6b4c5d0433333ff/Derivates/43f1244f4323f15133ddd1bf1d54c68151b72b3d,Schnelle Limetten-Rucola-Nudeln,3.9,-211,25 Min
https://cookidoo.de/recipes/recipe/de-DE/r766527,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/1f5fc7bed5a7196fd7d9ca3866448fdc/Derivates/89cdaf9622e663fb5cd488447bd011ec895b72f9,Garnelen-Blumenkohlreis mit Gemüse,4.2,-299,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r763081,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/b4690834d5b0c5002d1c1f66cd15ac59/Derivates/3de25fdb03f5c64c3aed470890505e422d69c901,Spargelpasta in Bacon-Sahne-Sauce,4.7,-797,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r762597,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/c989b6f9e93267f5aeea7dad4be80f1d/Derivates/75420d191e46843e69e92498b7935cf5ed1b2ea3,Vegetarische Fladenbrotpizza,4.5,-206,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r761483,,Garnelen-Curry,4.2,-158,25 Min
https://cookidoo.de/recipes/recipe/de-DE/r757227,,Spinat-Zitronen-Risotto,4.3,-209,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r754447,,Mexikanische Hähnchen-Bowl,4.6,(1.1K),30 Min
https://cookidoo.de/recipes/recipe/de-DE/r753856,,Low-Carb-Nudel-Bowl,3.9,-226,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r753849,,Gurken-Sushi,3.2,-136,20 Min
https://cookidoo.de/recipes/recipe/de-DE/r753714,,Blumenkohlsuppe mit Stilton,3.5,-34,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r753075,,Risotto Cinque P,4.2,-661,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r747652,,One Pot Mac and Cheese,3.1,-845,25 Min
https://cookidoo.de/recipes/recipe/de-DE/r735922,,Spaghetti alla carbonara,3.7,-122,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r730612,,Süßkartoffel-Rhabarber-Curry,3.7,-30,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r730599,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/65b1aac1-2469-4a08-a226-bc4f65717137/Derivates/4657b17e-4bf2-4a86-8578-c68798e3e579,Tofu-Hackfleisch-Frikadellen,2.9,-31,20 Min
https://cookidoo.de/recipes/recipe/de-DE/r729460,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/61FCB2B2-DB84-4A68-ABB8-F9FBA800BCA3/Derivates/FCB48A53-86F0-4697-BE75-7B7CE9B49EBE,Spaghetti alla carbonara,4,(1.1K),30 Min
https://cookidoo.de/recipes/recipe/de-DE/r729450,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/EB5A64B3-F386-483E-BB0E-659448280BDB/Derivates/D3ECB516-3572-4778-9B72-5E31713B89FB,Pilz-Kartoffel-Suppe,3.7,-214,25 Min
https://cookidoo.de/recipes/recipe/de-DE/r726990,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/4140a376349006214abe6aac0f57ef2b/Derivates/6b73a407ad20fe5ac9db3849354517aa0ca6ad31,Kichererbsen-Kürbis-Puffer mit Feta und Quarkdip,4,-628,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r725873,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/39571a90-87ef-4891-ba84-8a818c2d2759/Derivates/8c843fa3-a771-4e3d-af52-f54a9dc70ca5,Zucchininudeln mit Walnuss-Frischkäse-Pesto,3.9,-433,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r724288,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/fafdc3a0-6179-4dae-a8db-f93c27bf8f0a/Derivates/a56546f4-52e1-4880-9c79-d5d6ad66abc6,Paprika-Kichererbsen-Topf mit Hackfleisch,3.6,-767,25 Min
https://cookidoo.de/recipes/recipe/de-DE/r723026,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/b7f2285f-35e8-48d6-bb81-12a2e7cdaf11/Derivates/9901d86e-3d80-4073-8b36-75ed9f4384b1,Kürbis-Linsen-Gemüse mit Apfel,3.8,-302,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r722858,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/226ac37b-99ac-4054-8dbe-0436bdf4bf6a/Derivates/7c755ec1-b831-44a0-805c-4ca4790b550b,Asia-Nudeln mit Gemüse,4,(3.2K),25 Min
https://cookidoo.de/recipes/recipe/de-DE/r720997,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/55b723b7-20f3-44eb-b33b-9d6919b9b884/Derivates/393c2737-87a5-421c-8687-fe6ba7d10efe,Cremige Dinkelnudeln mit Spargel und Erdbeeren,2.9,-9,25 Min
https://cookidoo.de/recipes/recipe/de-DE/r716467,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/77008ed1-20ed-42ab-a8e8-f35c4c54449e/Derivates/948efa55-03ce-4c86-ae5c-cf61d970d0f9,Luftiges Spinat-Schinken-Omelette,4.6,-47,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r714229,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/107b1b38-6abf-4e18-946e-02f49a67da7c/Derivates/6c6e12a4-e88a-4cc6-a58f-410f342f5a87,Bärlauch-Käse-Sauce zu Nudeln,4.2,-507,10 Min
https://cookidoo.de/recipes/recipe/de-DE/r714227,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/a17433b6-b14c-44f0-9195-ab83dbfd72ae/Derivates/aec1b8f7-1728-418f-8650-1c457cb1e55e,Hähnchen-Bärlauch-Geschnetzeltes,4.4,-321,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r709499,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/fb11ee638d796ed6728ca14ccaf6f04d/Derivates/f14c8f4e27d2b6e94f4434a623aaaa0555f32364,Garnelen-Fajitas mit Joghurt-Guacamole und Sprossen,4.5,-32,25 Min
https://cookidoo.de/recipes/recipe/de-DE/r709496,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/8684f191-f269-45de-9579-5bc53211412c/Derivates/1e55a709-8bda-4582-91dd-2a6d0cc88c18,Putenfleisch-Fajita-Wraps mit Pilzen,4,-109,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r702341,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/e4ee1aad32c6014ed8f6dbb182259ad6/Derivates/3a281ee69d390e99007a28256e3b53b544af89df,Aromatische Kressesuppe,4.5,-110,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r689163,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/fb44d91e-396c-43a9-8761-dad152807c5a/Derivates/e2055735-7797-4fdf-bab0-26bd3d7f6129,Spargeln mit Joghurt-Hollandaise,4,-63,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r684753,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/85d050be-3011-48db-a458-392b6eb4d282/Derivates/65e3a9e6-cef4-4327-853b-f9e4a845a04a,Winterpasta,3.8,-531,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r682373,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/77118f47-9433-4f36-8847-938f4fd7ef93/Derivates/3346d764-0b9e-48c8-b52f-9295ca2fe966,Ratzfatz-Suppenpulver,3.7,-128,10 Min
https://cookidoo.de/recipes/recipe/de-DE/r679942,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/81eb69ce-b9e5-4357-96b3-c60a5128ca25/Derivates/e8652d49-3b58-43be-965f-1f053b113dbd,Mini-Maultaschen in Pilzrahm,3.6,-509,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r679940,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/1b6cb1aa-6f3e-40fa-9e0c-663ceb2d5653/Derivates/5e88c230-976b-4cb2-a649-4b16d016426d,Putenbrust mit Honig-Senf-Marinade,3.8,-400,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r679925,,One Pot Pasta mit Schinken-Zitronen-Sauce,3.7,-404,25 Min
https://cookidoo.de/recipes/recipe/de-DE/r679341,,Limetten-Reis-Topf mit Pute,3.5,-83,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r679336,,"Wildreis, gekocht",3.4,-107,25 Min
https://cookidoo.de/recipes/recipe/de-DE/r67448,,Walnuss-Schafskäse-Nudeln - Peynirli ve Cevizli Erişte,3.7,-286,20 Min
https://cookidoo.de/recipes/recipe/de-DE/r667149,,Eisbergsalat mit Croûtons und Joghurtdressing,4,-407,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r662204,,Risotto milanese,4.7,-144,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r651515,,Grünes Spargelpesto,4.2,-489,20 Min
https://cookidoo.de/recipes/recipe/de-DE/r648476,,Lauch-Penne-Pot,4,-469,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r647402,,Buchweizen-Crêpes mit Lupinenmehl und buntem Gemüse,3.6,-92,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r646769,,Kürbis-Cappuccino,3.8,-10,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r637075,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/f5138cbf-3389-442e-ae52-0a5560093e9b/Derivates/5859a397-fc80-411e-8b13-af73335efaff,Pasta mit Spitzkohl-Currysauce,4,(2.1K),30 Min
https://cookidoo.de/recipes/recipe/de-DE/r63394,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/95ACE23D-F035-4273-A079-D80247E88D51/Derivates/E462A0B3-D4E4-406A-9998-2667CA5024E7,Exotische Spitzkohlsuppe,3.9,-87,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r620428,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/39963B1A-6158-48F9-A1FA-23AAD141B15B/Derivates/FFB062E3-B1C0-4382-AA75-54F7D0F6CA0D,Teigwaren mit Thonsauce,4,-130,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r615568,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/2A9846E6-801C-41B6-AA8B-31389120A2EF/Derivates/B97AF796-D01B-4CFD-94F1-793CDD6A7573,Glasnudeln mit grünen Bohnen,4,-295,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r614283,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/4d55b52c-9a31-4d63-8646-1d4850356b9e/Derivates/2394954c-27dd-460d-9075-e51dd153e826,Bärlauch Bowl mit Karfiolreis und Hanfsamen,3.9,-13,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r606837,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/6731B9A0-6AFA-4051-AEF1-65B7887EEECF/Derivates/62753103-5421-4090-aec2-1d10caade18d,Spaghetti mit Senfsauce und Lachs,4,-727,20 Min
https://cookidoo.de/recipes/recipe/de-DE/r606829,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/182367B8-2224-4F3E-B0EF-B2227059F290/Derivates/40a224a6-8253-45f2-bb09-a72fb0df16c1,Kokos-Mais-Suppe,3.5,-63,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r600297,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/c40c52a8-6669-4bfc-900c-ee43ba1181f0/Derivates/3b68dcaf-7cd9-4f99-9c09-3d3867e47b02,Apfel-Risotto mit gekochtem Schinken,3.6,-94,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r582663,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/b693ee36-c7c0-482d-97c0-978b8070ff03/Derivates/54037dde-7d97-4251-9f31-81f1ad1927d9,"Garnelen, Paprika und Chili anbraten",3.4,-51,20 Min
https://cookidoo.de/recipes/recipe/de-DE/r582662,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/773b5607-0ed5-4af5-825b-c50bb8696f60/Derivates/5e3aa211-f0b0-4b02-bad9-73f503aa541b,"Rindfleischstreifen, Paprika und Zwiebeln anbraten",3.9,-153,25 Min
https://cookidoo.de/recipes/recipe/de-DE/r582661,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/ffe9841b-7bfc-4583-a283-f78666409c88/Derivates/2aa66f8f-7734-4cf9-a6b3-25b4f52753d8,Schweinefleischstreifen und Zwiebeln anbraten,4.3,-53,15 Min
https://cookidoo.de/recipes/recipe/de-DE/r580971,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/40717364-89b1-4aa3-b15a-22d9cbb7ad87/Derivates/06ac7360-5ab1-43f0-a239-b623ca2698b1,Lachswürfel anbraten,2.8,-28,15 Min
https://cookidoo.de/recipes/recipe/de-DE/r576773,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/bcc1021365fb78e5e3df4cf120ba4565/Derivates/910f743763afba0995ea257b195b3735eecc9905,Frische Tomatensuppe,4.8,(10.3K),30 Min
https://cookidoo.de/recipes/recipe/de-DE/r57593,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/09430955-56BA-41F4-BE72-4CF71AB14620/Derivates/2F9CB8FB-A453-40B9-8CD4-12B7F9964BBF,Pilztopf mit Sonnenweizen,4.3,-138,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r568048,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/A93E0707-C062-4CCE-925D-A37F22C47001/Derivates/70b2cc5a-4e9b-4fe2-8a95-59e7c461dd66,Cremig-bunter Gnocchitopf mit Salamistreifen,3.9,(5.7K),30 Min
https://cookidoo.de/recipes/recipe/de-DE/r56317,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/5805EB18-21C7-49CE-83BD-AECA602FEA07/Derivates/982EB897-8342-4EEE-8301-0F23BBFB24BD,Kichererbsen-Eintopf,3.7,-348,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r562197,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/d8e70045-c28d-479e-9e76-234f720d366e/Derivates/a3c87c1c-6da7-42e3-96c7-68499703e856,Garnelen anbraten,3.5,-127,15 Min
https://cookidoo.de/recipes/recipe/de-DE/r562196,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/58B3F901-3751-4C63-A30F-4B9CA4B2B6EE/Derivates/F0DD35D3-0834-453A-AFD2-187C4B01E14D,Hähnchenfleischstreifen und Speckwürfel anbraten,3.5,-23,15 Min
https://cookidoo.de/recipes/recipe/de-DE/r562195,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/4c002045-379a-4cb9-91b5-046fe6177588/Derivates/858c5e14-b66b-431c-9426-31fc45c04bf0,Hähnchenfleischstreifen anbraten,3.3,-103,15 Min
https://cookidoo.de/recipes/recipe/de-DE/r556177,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/c7bec36b-d8e2-46ee-9019-d0587a797a4e/Derivates/d0ebf471-25d4-4fee-9256-0e63e440e647,Bärlauch-Buletten,4.7,-475,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r554953,,Udon Blumenkohlcurry,3.6,(1.1K),30 Min
https://cookidoo.de/recipes/recipe/de-DE/r552608,,Zucchininudeln mit Garnelen und Cherry-Tomaten,4.3,(1.4K),30 Min
https://cookidoo.de/recipes/recipe/de-DE/r549714,,Rotes Fisch-Curry,3.5,-86,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r543719,,Gemüse-Quesadillas,3.7,-339,15 Min
https://cookidoo.de/recipes/recipe/de-DE/r539084,,Spaghetti mit Landjäger-Bolognese,4.3,-74,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r538169,,Tomaten-Bohnen-Suppe,3.9,-154,25 Min
https://cookidoo.de/recipes/recipe/de-DE/r536663,,Schnelle Asianudeln,3.2,(1.3K),20 Min
https://cookidoo.de/recipes/recipe/de-DE/r53570,,Zitronen-Linsen-Sauce zu Nudeln,2.9,-190,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r51872,,Käse-Sahne-Nudeln,3.9,(2.5K),25 Min
https://cookidoo.de/recipes/recipe/de-DE/r51857,,Paprikacremesuppe,4.5,(2.9K),20 Min
https://cookidoo.de/recipes/recipe/de-DE/r51852,,Eierstich (Suppeneinlage),3.7,-455,15 Min
https://cookidoo.de/recipes/recipe/de-DE/r515442,,Maissuppe mit Wienerli und Bürli,3.9,-79,25 Min
https://cookidoo.de/recipes/recipe/de-DE/r514775,,Grüne Blumenkohlsuppe,3.8,-67,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r51395,,Curryhuhn mit Champignons,3.7,(2K),30 Min
https://cookidoo.de/recipes/recipe/de-DE/r51363,,Bärlauchcremesuppe,3.9,-129,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r513587,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/2bb62673-b450-4bb7-8cd2-bcff51ca0974/Derivates/0930cc47-753e-4c79-8d02-14b1aa4e84d9,Suppe für faule Tage,3.8,-49,10 Min
https://cookidoo.de/recipes/recipe/de-DE/r509862,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/C71283B7-0DB0-43D9-8EF1-2E73ED2E35D0/Derivates/284b22ea-e7e5-4c4a-85d7-a0f609f5db09,Virgin Mary,3.9,-13,5 Min
https://cookidoo.de/recipes/recipe/de-DE/r508197,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/7F7BF9D0-C106-426D-933D-4B31F5D8D5AB/Derivates/f3e95534-5551-4684-bc05-0101a4177984,Kohlrabitaler mit pikantem Omelette,3.4,-31,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r498740,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/58EEA174-E501-4434-9A0C-2AAACB7D4833/Derivates/DEBCF8CD-BD64-416A-A5BB-8C08FFB3DBAD,Champignoncremesuppe,4,-170,20 Min
https://cookidoo.de/recipes/recipe/de-DE/r498733,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/45280123-BB6A-4FA2-BD47-339BDE6F5C5D/Derivates/728B4558-1C0B-4982-94AA-2452FAED173A,Peperonicremesuppe,4.6,-146,20 Min
https://cookidoo.de/recipes/recipe/de-DE/r492576,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/1B09ED20-528E-4CBB-899A-22BE9B764D18/Derivates/a570c764-16de-4dd6-ac32-b476539f6750,Fischfrikadellen mit Bärlauch-Zitronen-Crème-fraîche,4.2,-223,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r489586,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/5f41f984-89e0-4868-8258-3145788ce14a/Derivates/252deac7-b21d-48a6-93ca-c9d248cda167,Käse-Omelette mit Spinat,4.5,-72,30 Min
https://cookidoo.de/recipes/recipe/de-DE/r47938,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/158a1ca129ff7016586d64802dfc57ca/Derivates/b6b0bb1a9e27401a136f886fea2819f89e9d4e44,Risotto,4.6,(3K),30 Min
https://cookidoo.de/recipes/recipe/de-DE/r47922,https://assets.tmecosys.com/image/upload/t_web_shared_recipe_221x240/img/recipe/ras/Assets/58EEA174-E501-4434-9A0C-2AAACB7D4833/Derivates/DEBCF8CD-BD64-416A-A5BB-8C08FFB3DBAD,Champignoncremesuppe,4.1,(4.4K),20 Min
